stu,cluster
645,23
268,36
1389,32
2955,0
2693,0
21,52
1698,0
1302,0
1268,7
3111,24
694,0
968,11
390,34
1960,5
1911,0
1649,0
520,0
675,23
269,9
2841,19
1659,13
134,50
382,35
1093,47
2723,0
1728,0
1943,37
565,7
2302,6
1214,44
2249,0
587,31
3070,0
1679,0
2156,37
705,23
2053,61
879,59
302,47
2119,6
340,10
937,0
1333,0
1252,12
1071,0
1488,23
3300,16
413,0
3000,20
2737,55
656,23
2145,0
1567,23
2332,6
2433,58
2856,12
3003,31
131,21
728,11
888,0
1116,7
1640,13
626,0
1054,32
2980,47
3303,63
1985,47
165,50
415,45
3307,33
1191,37
2513,23
2324,7
1719,13
1101,0
2230,0
2384,58
282,46
2879,0
1971,5
1802,47
2117,59
157,51
2309,0
2463,58
1670,13
2958,0
1247,59
1084,32
2696,0
3011,12
822,32
1305,0
1701,0
445,45
310,0
1954,37
2510,26
1491,47
248,25
591,19
496,47
2126,0
2522,0
971,11
2414,58
3171,0
869,0
237,52
523,0
127,0
993,35
1172,37
1119,31
2334,34
2890,23
2882,19
1082,0
1277,59
3322,25
1335,0
757,23
736,0
474,0
2118,0
936,31
3144,24
3163,37
1270,56
861,0
894,34
1127,7
3261,51
1228,59
1483,20
173,8
1548,0
1944,0
2045,52
1682,0
1286,0
708,23
1145,24
1420,0
3273,25
519,7
1074,0
2312,23
108,0
545,1
1362,31
2436,58
3288,9
180,25
1602,12
31,45
1749,31
3323,3
1316,0
2757,0
2495,0
2809,47
2904,19
1467,52
1104,0
1722,13
183,35
1545,8
571,31
1974,5
1805,47
906,21
2140,37
1125,59
226,33
1317,0
921,0
2961,37
2196,54
1174,37
1221,32
2325,55
1957,37
2525,0
2129,0
974,11
1134,0
1752,13
2263,0
2295,32
2417,58
2900,26
609,35
1312,6
224,44
1175,37
2497,23
2476,0
1347,0
100,14
2885,19
1703,13
1085,0
3263,50
1787,12
658,12
2836,19
3204,0
848,29
2942,0
8,52
806,32
1289,0
711,23
1685,0
1938,37
377,34
1115,0
2276,32
2160,0
1502,0
1816,47
111,0
662,23
1231,31
2972,0
2736,52
2782,19
2528,23
1319,0
1453,0
324,0
2941,12
3120,20
3185,0
723,11
1425,17
3078,23
537,0
1457,6
1007,35
1186,37
2033,22
3321,9
1501,12
924,0
2964,37
252,16
1439,37
1733,26
3136,0
2740,0
296,59
1349,0
643,23
2132,0
1137,0
3272,9
646,28
612,35
1696,0
259,33
2345,0
2888,19
2083,0
954,0
1088,0
692,0
2208,31
1717,59
2558,0
2162,0
1584,23
2872,47
1167,0
2724,32
3207,37
1301,0
233,16
3279,25
1029,35
3107,35
2375,0
2530,23
783,10
1380,0
2509,0
2655,54
1736,13
2929,28
1546,32
2279,32
2678,37
3021,31
1819,47
691,12
114,0
939,34
877,59
338,10
935,0
1331,0
1069,0
1706,26
41,52
1718,0
1581,31
380,12
1565,23
2371,7
1766,13
297,14
2431,58
3188,0
726,11
2978,47
540,0
1460,6
3209,59
1002,31
2910,28
2561,23
2743,0
2144,0
1580,7
753,0
1800,47
2074,21
2093,34
1234,44
2260,31
1018,11
158,56
3218,0
1003,31
284,52
2223,0
2378,23
2694,0
2956,0
570,0
1303,0
308,0
536,7
246,25
3260,2
957,0
1868,37
212,32
2211,31
1324,59
175,1
2907,0
1778,0
