stu,cluster
2713,58
3208,0
2877,17
3105,24
2246,34
331,28
9,14
2204,37
3055,23
1046,10
26,66
1643,0
1381,0
1737,13
2930,28
2982,75
110,65
1820,47
1198,0
1184,65
1332,0
2974,70
3238,0
518,12
1364,32
2976,0
1710,31
2630,37
1219,59
2945,12
2999,20
2780,61
277,34
1566,23
1149,0
3189,0
2060,0
2194,0
206,10
1555,13
541,0
1452,37
3036,23
2619,0
270,31
3161,54
27,44
1839,37
502,8
293,14
2427,58
2816,19
2011,0
185,72
1615,0
1634,13
688,55
620,0
1016,0
1485,70
1768,13
786,32
1443,73
1918,37
167,60
568,75
3219,0
2957,0
1828,0
2767,19
350,32
2611,0
1965,5
2402,6
3126,37
958,0
1869,37
781,75
392,34
1767,26
2846,19
3170,0
2383,29
1664,13
1779,0
2175,0
3308,50
825,1
174,40
1166,65
1508,31
2553,31
2344,37
137,9
1539,18
471,34
3249,0
3108,24
483,8
87,8
1992,0
3058,23
3037,0
2641,0
767,32
987,35
3282,33
1207,75
2226,23
2172,52
2205,0
1271,59
3116,0
1500,31
2854,0
980,32
2592,0
926,61
1597,0
435,52
1201,0
930,31
279,70
1850,37
2827,19
793,62
3002,20
2047,56
2671,0
2805,0
1254,11
1414,0
1569,23
1152,0
756,0
547,6
1143,31
2063,37
2652,23
464,8
3039,23
653,23
1150,75
1365,0
2914,28
2483,70
2112,14
360,35
361,0
676,12
1272,37
2078,21
2626,6
961,32
3210,26
256,63
530,74
1363,75
1168,65
3222,0
228,1
1557,26
1831,0
3119,24
2924,77
574,0
3069,23
1968,5
257,64
1657,0
1395,0
1872,37
1455,14
45,1
2849,19
2386,29
1667,13
1049,0
2190,54
2673,59
190,10
787,0
2865,0
1951,37
454,56
246,27
32,67
634,23
3252,0
486,8
2048,6
2257,0
337,65
1995,0
2800,19
759,23
1328,31
1469,70
1998,5
770,32
2373,31
1902,37
2491,23
2470,0
48,47
94,14
1079,0
1812,0
2677,70
2905,77
326,28
2320,61
1204,0
1519,12
1256,47
524,12
1853,37
2830,19
64,27
105,65
1648,13
2137,61
2088,56
1283,0
1598,12
1417,0
1932,37
2066,37
3092,24
2238,0
2781,19
2935,77
1356,26
309,65
1630,0
1883,37
272,34
2292,56
1466,14
1424,17
1215,23
450,40
2704,0
798,0
1180,65
2838,0
2301,61
2233,6
3019,12
2985,19
2358,37
533,74
2422,58
148,3
717,11
495,47
2294,21
3051,0
2003,74
735,65
1660,0
1264,0
1001,35
1913,37
2027,22
2898,23
1125,70
193,10
394,0
790,0
217,75
2868,0
2472,0
2552,29
1611,0
563,74
637,23
3152,24
803,55
2540,54
1131,6
344,35
3081,0
2685,0
66,27
514,74
2419,29
3103,24
2189,61
329,28
3053,23
172,44
903,34
1245,0
1641,0
36,40
2833,19
1033,0
1997,12
1458,0
2049,59
585,75
1182,65
1833,26
2241,0
2965,31
321,65
2273,32
1583,0
2784,19
1982,5
1028,6
54,66
1040,17
275,34
871,59
1886,37
2475,23
441,66
1681,13
1063,0
1427,17
1587,6
2192,0
35,52
801,0
2707,0
2632,6
2181,70
2966,31
154,9
3274,4
507,47
2822,23
291,14
2814,19
720,11
183,72
2572,77
403,75
604,65
2658,0
784,32
1267,0
2092,34
1441,73
1916,37
2505,23
220,75
2871,0
2609,0
1963,5
2400,6
3124,37
1614,0
1003,75
640,23
1218,0
1867,37
296,70
3155,24
2456,23
2844,19
1662,13
347,72
16,52
567,75
1297,0
1157,26
572,10
517,74
1946,37
3125,37
2901,0
3035,0
2639,0
1248,0
1717,70
985,35
1382,0
2718,0
2852,0
294,37
86,8
1461,0
1065,0
1595,0
2004,19
3239,0
2244,0
2807,77
2968,31
162,3
731,11
3086,23
2669,0
266,60
2911,28
1043,17
874,59
1889,37
2457,0
2061,0
1066,0
207,10
1273,70
651,23
2536,0
2617,74
2817,19
186,72
883,0
1635,13
621,0
2661,0
2975,47
3329,50
1550,54
1919,37
2749,0
965,75
2508,23
2896,19
3220,0
2225,0
2379,58
854,58
2057,7
351,32
2874,0
176,0
2289,21
1966,5
1797,47
569,74
38,66
1870,37
1547,21
3158,24
262,39
1047,0
3087,0
2154,61
472,34
2538,23
2255,0
2818,77
3059,23
602,0
1030,32
2642,0
768,32
1638,31
988,35
2296,37
288,69
885,59
1900,37
2014,22
2489,23
3294,42
1077,0
57,56
2721,0
1726,0
981,32
1464,0
1860,0
832,52
469,0
1516,47
522,12
280,70
3139,24
794,62
1646,13
3089,23
2672,0
846,72
1991,47
1415,0
1019,0
578,28
369,34
3040,23
499,0
654,23
1023,6
2277,0
1577,34
886,0
623,35
624,0
1429,19
2991,17
3098,0
2702,0
3318,3
278,37
1922,37
2356,0
1832,0
2481,37
2177,34
1969,5
901,21
3310,4
53,40
2703,0
3227,6
3313,9
2850,19
219,72
2587,54
1668,13
49,6
1952,37
635,23
1199,65
2124,0
2466,29
600,65
1747,13
1862,0
3253,0
102,17
605,0
0,6
2341,34
771,32
991,35
983,31
1903,37
2492,23
3202,70
1342,0
1080,0
2187,61
984,32
2550,0
934,31
2442,58
1892,0
2079,6
2831,19
2026,0
46,14
65,27
1031,0
2351,56
3,52
1680,0
1284,0
289,0
1933,37
1110,0
3150,0
1759,0
1980,5
1811,47
1233,70
106,0
657,23
1226,31
1884,37
2861,19
1036,56
2967,0
295,52
2705,0
188,75
335,8
3174,70
1314,0
2234,6
1844,0
1448,0
319,0
2252,54
2531,0
3008,37
3180,0
718,11
401,75
990,61
1265,0
2035,61
2028,22
3175,70
63,52
91,34
1740,0
3270,15
2248,61
638,23
2040,32
260,71
2127,0
3153,24
1266,0
178,38
1123,37
3302,3
1691,0
1295,0
67,27
891,59
2340,0
2131,6
2474,0
352,10
98,14
412,61
2883,19
513,0
668,23
1096,55
2157,0
2009,22
2834,19
1296,0
428,41
374,70
2032,5
2374,34
1936,37
439,56
2766,0
442,61
839,26
1113,0
1731,13
2254,54
2274,32
1366,37
2305,56
1983,5
1814,47
1552,47
698,23
872,59
2455,0
2059,0
2970,0
1064,0
2773,17
2237,6
2993,20
2228,37
155,9
925,70
2555,23
508,47
2689,23
158,14
1560,23
928,75
2815,19
721,11
881,0
3183,0
618,35
1530,0
2973,47
52,32
785,32
690,23
1005,35
588,12
2902,23
2894,19
2680,59
1094,0
2738,0
864,32
1743,0
1481,0
1795,47
2981,23
2719,23
3156,24
2779,37
79,27
3085,0
2507,23
1694,0
1298,0
1713,13
438,45
2920,12
1124,0
2768,0
170,1
1773,0
1633,26
1907,0
120,0
1636,31
986,35
1213,77
265,9
3115,0
2644,6
333,0
2197,40
3022,37
1479,52
2969,31
1431,12
457,35
249,6
1369,37
510,47
1937,0
548,73
1541,0
2586,0
875,59
1350,23
2867,19
1067,0
671,0
2996,20
734,56
1217,24
2799,0
1563,23
2523,65
2569,32
1146,0
1879,0
1280,0
2338,56
738,62
3033,23
2750,0
300,65
2354,0
2897,19
1359,0
245,49
1715,13
1734,26
2908,28
3137,0
665,77
1471,61
1967,5
1798,47
1536,47
804,12
951,31
2171,0
2459,58
2041,70
1162,65
2451,54
914,0
2606,77
2848,19
1048,0
601,34
97,6
2318,55
2539,23
2518,0
2122,0
2927,19
2995,37
967,11
1604,74
1745,13
1764,26
99,52
865,0
1776,0
2300,6
1514,0
1250,70
123,0
826,8
2006,53
2886,23
133,50
944,0
2984,0
1078,0
1989,0
2722,0
3109,31
2269,54
470,0
74,0
2072,34
3025,37
3197,0
2726,6
1678,0
1697,13
2052,61
452,67
56,67
339,10
1847,37
163,50
1384,47
579,28
2778,52
799,31
2752,0
1274,32
1757,0
2308,23
2622,70
762,0
1495,0
104,0
655,23
2521,23
741,62
2250,54
317,0
303,65
966,0
1676,47
221,32
3178,0
1801,47
577,75
1,28
2369,10
2382,29
2570,0
2099,6
433,67
1313,0
151,52
1494,12
2017,53
446,6
391,70
969,47
1127,75
3045,0
2804,23
3173,6
1432,73
30,27
1392,0
2125,0
970,11
1130,0
519,75
2667,54
1422,28
126,0
2943,74
829,8
1171,37
2600,0
1605,0
2747,19
3203,70
2881,19
1343,0
2076,0
1699,13
1081,0
649,77
1730,0
814,1
2813,0
3323,71
2342,6
2080,6
764,0
1179,13
3295,9
2682,74
3097,24
1809,0
2037,44
3279,64
372,70
707,23
1022,35
1934,37
2576,29
2764,0
2368,0
2710,29
2488,65
1729,13
1111,0
2922,28
2272,32
83,52
679,77
1498,0
1235,35
107,0
3164,55
3230,0
2235,0
2706,0
3093,31
744,62
1711,0
582,0
1880,37
1558,23
55,74
3181,0
2186,0
1924,0
1528,0
2298,61
436,67
1497,12
2377,61
1760,13
2720,55
3289,63
261,71
2128,0
2044,37
473,70
2216,0
68,21
223,44
3283,25
1032,70
2603,0
301,0
1462,32
1527,12
1346,0
2990,37
1861,37
1398,47
3013,20
817,1
3266,57
2574,58
2185,17
2158,0
504,35
3100,24
375,70
2744,17
4,14
3029,0
2,53
2948,12
242,71
383,10
652,55
1376,0
1114,0
3301,50
2674,37
1815,47
1237,70
687,12
2310,26
2322,0
2113,6
173,56
447,67
1327,0
198,0
931,0
1842,37
2468,54
3233,0
2256,54
2994,20
1214,59
323,0
2039,56
952,59
1394,26
2797,0
2952,23
1406,0
1561,23
2326,6
2567,32
3278,44
3184,0
253,57
3031,23
359,75
2614,0
1459,11
2023,53
1142,75
1732,26
78,61
1763,13
1796,47
1438,73
343,72
2551,65
227,40
1160,65
542,52
1389,37
2731,32
3214,0
239,14
2916,77
2331,61
566,0
1299,0
304,0
1387,0
1864,37
850,24
482,6
1401,47
693,77
171,1
116,65
1774,0
2170,0
182,10
2544,61
820,1
121,0
1637,31
1534,18
2581,65
24,67
70,34
3244,0
478,8
82,8
2792,19
1591,0
2361,61
596,0
2267,54
2636,0
2770,0
320,65
1379,0
842,61
1257,11
1693,47
1894,37
2654,54
3304,50
122,0
3195,0
2200,0
1435,17
1589,75
2582,65
3299,57
2453,0
2983,0
2471,54
516,12
307,18
25,40
1845,37
368,34
3133,24
2997,20
3083,23
1144,75
2666,0
1409,0
685,55
1013,0
1515,18
1564,23
459,8
101,34
739,62
3034,23
2408,6
2751,0
1622,0
857,17
648,23
2355,0
1360,0
2763,54
1716,13
1875,37
702,0
1735,26
1472,61
2042,34
2598,23
575,75
831,1
346,72
2554,65
2097,6
1163,65
1311,0
3217,0
3114,24
1826,0
302,65
181,4
3064,23
2647,0
895,21
1390,0
994,0
1746,13
1128,0
3262,44
3168,0
3159,31
1777,0
385,35
1829,47
124,0
845,56
2584,65
2007,53
629,23
3247,0
1126,75
1341,0
481,8
1594,0
754,23
765,32
1897,37
2808,74
2942,74
2224,23
432,8
1592,75
2203,0
3095,24
1941,0
267,57
2590,0
453,67
3258,50
1848,37
2825,19
3149,0
194,72
1624,0
3325,76
1518,18
1927,37
3228,0
1475,56
2441,29
2650,23
462,8
2387,58
240,44
742,62
580,0
1700,31
3016,0
2411,6
1544,12
2873,37
1677,47
1878,37
2110,14
358,72
196,10
834,1
1175,65
2624,6
531,0
2307,70
146,9
3117,24
847,56
1423,23
3067,23
1758,13
776,32
1655,0
2179,6
1433,73
1728,70
2668,54
1908,37
103,52
699,77
1780,0
443,8
2106,21
2863,0
2601,0
558,74
632,23
1210,0
1344,0
2075,70
3250,0
3147,24
362,19
381,32
3113,31
3076,0
3296,3
940,32
2343,6
1161,0
1147,65
2520,47
1673,31
2631,0
2765,0
3280,0
1374,0
1851,37
1225,20
2828,19
84,52
197,72
1486,61
700,55
2148,31
2566,19
766,0
1813,47
2135,61
2064,37
2560,61
1177,65
465,8
297,52
2236,0
2390,58
2933,77
3128,24
745,62
583,0
2299,56
1977,5
909,21
1881,37
866,59
3048,0
2953,28
2449,0
2858,19
2395,29
3182,0
1058,0
1791,0
199,10
400,0
149,9
437,67
2021,53
2266,0
1984,22
1608,0
3165,32
681,55
1478,70
1761,13
2653,0
2087,34
1436,73
999,35
414,56
3212,0
863,31
1251,27
1821,0
1955,0
564,0
550,65
1958,5
2604,0
1790,12
1609,0
2919,12
1138,6
2050,8
62,18
2839,19
2585,23
900,34
73,27
342,72
1234,59
429,40
3079,0
562,75
818,1
2146,61
809,32
1688,0
2575,58
2159,0
2337,37
1532,18
3298,44
3101,24
1281,27
476,8
1482,17
2790,19
254,44
2944,77
2359,61
318,65
1243,0
2108,70
2372,0
1377,0
1524,19
2321,34
2675,37
156,2
2638,6
2242,6
2397,29
81,8
1456,0
2847,0
2928,74
3131,24
2963,31
835,67
586,0
1055,70
160,8
1287,47
1407,0
1011,0
1562,23
1467,14
748,35
2104,77
2473,23
2056,0
2398,29
2568,32
2795,74
202,10
273,70
683,54
3032,23
1877,34
2406,6
3271,39
2024,53
855,17
1224,0
2423,58
1873,0
2812,19
615,35
616,0
911,34
2105,14
144,41
3090,0
1914,37
2899,23
2503,23
2891,19
2086,0
2428,29
3215,0
1709,13
2735,37
3286,60
2869,37
1961,5
1793,12
3122,37
893,21
1216,0
912,34
402,12
234,56
1531,12
1865,37
327,18
851,24
2454,23
2842,19
76,27
1775,0
2686,0
14,52
1020,61
1249,70
2195,28
1535,18
2005,53
467,34
627,23
2512,0
3104,24
2458,29
3245,0
479,8
3256,9
498,21
2793,19
1988,0
2947,77
3054,23
456,24
752,23
2637,0
2051,56
763,32
1105,61
1895,37
1489,23
2201,0
1072,0
2716,0
810,0
2245,6
922,61
599,45
2734,54
451,67
1512,12
1846,37
3134,24
2823,19
729,11
192,72
3084,23
747,65
1276,0
416,45
1014,0
1925,37
334,12
2439,29
2385,58
3142,0
238,44
2880,0
449,78
2618,0
2409,6
1623,0
494,0
858,17
2615,74
964,35
33,56
147,41
1039,65
576,75
2697,0
1783,74
1044,0
1164,65
1827,0
2537,47
1543,12
3065,23
1964,5
3044,0
2648,0
896,21
1391,0
2020,22
2845,19
60,14
697,77
1663,13
1045,0
3297,36
136,9
336,34
1947,37
2515,0
3248,0
213,0
2461,29
2253,0
3145,24
2285,32
862,0
996,0
1465,70
129,6
1898,37
2487,23
2070,0
1075,0
3293,43
660,23
29,40
2364,74
363,65
732,11
892,0
2571,58
1644,13
1026,0
630,0
2826,19
2670,0
3066,0
3141,31
2010,70
1279,0
1593,47
1928,37
2517,23
283,41
1503,10
2651,23
2811,12
1468,52
1838,0
1629,6
1574,70
2388,58
2931,77
1480,26
2801,47
1975,5
2412,6
1626,0
3281,46
2393,29
3285,16
1674,13
2962,0
2103,10
2700,0
1176,65
2229,6
529,74
3118,24
218,32
975,11
2418,58
2913,0
610,35
3068,23
3047,0
777,32
1656,0
682,23
997,35
3319,50
1909,37
2664,55
1100,47
2193,61
3199,70
1211,0
633,23
3148,24
898,34
1117,72
1232,59
3077,0
1290,0
712,23
430,45
2806,31
2335,37
2490,23
3200,70
2073,0
93,14
3099,24
378,34
325,28
3049,23
503,34
663,23
2077,6
3010,31
2829,19
1647,13
1753,31
2349,56
1931,37
1178,65
2499,0
1083,56
2391,58
1108,0
1978,5
2038,56
910,21
1024,6
3236,6
2859,19
1321,0
1059,0
797,0
1721,56
1741,34
150,9
3080,23
2133,0
716,11
613,35
1042,32
2350,34
1000,35
1315,47
1912,37
247,63
2501,23
2480,0
2889,19
1707,13
1089,0
2209,31
2218,0
2733,0
216,75
1202,26
1959,5
1212,70
636,23
534,12
2022,24
3151,24
1658,13
2946,0
2147,61
1689,0
1293,0
715,23
1942,37
505,70
1282,27
590,28
1483,17
2280,32
328,28
2164,0
2360,61
2635,0
511,0
115,0
666,23
1035,6
1244,0
2109,70
19,32
1098,62
2313,65
50,56
2714,0
1190,65
1323,0
1738,13
2261,54
1061,0
409,74
314,65
836,61
3132,24
727,11
423,8
2303,56
1981,5
3061,0
3082,23
913,21
2306,61
696,23
2862,19
1062,0
2562,23
918,72
1487,0
950,24
1473,65
647,23
2270,0
1141,0
2424,58
12,6
354,35
2971,47
2659,77
2745,0
2504,23
2564,74
1354,0
2429,29
2892,19
2998,37
1092,0
225,6
2036,34
2330,23
1962,5
1794,12
497,56
34,66
677,23
2091,6
2446,54
2843,19
58,14
285,56
77,27
1661,13
2687,0
15,52
1692,0
1945,37
2775,0
2534,23
2117,0
3305,49
1599,74
3257,9
2283,32
2625,61
860,0
3162,0
2691,6
1905,0
1509,0
1823,47
118,0
669,23
1896,37
2055,61
2485,23
2464,0
1120,75
1073,0
468,6
2717,0
200,75
2199,74
2633,37
1196,70
551,40
1585,31
2543,0
927,31
140,60
1307,23
3192,0
730,11
890,0
258,52
1935,0
1987,47
417,45
1015,0
1193,37
20,0
1140,31
2219,24
177,63
1103,0
962,24
1477,61
1490,0
1804,47
2410,6
2616,74
1238,44
816,55
607,61
882,0
2202,56
2336,56
2698,0
2352,0
915,70
2090,0
2895,19
424,61
948,67
973,11
395,34
828,1
2062,54
1654,0
680,23
2565,0
2169,0
2699,0
2094,6
3014,12
3309,9
1308,0
448,45
1165,37
631,23
2516,0
2120,0
2462,29
2662,54
2925,19
1206,74
710,23
2595,0
1252,77
1576,21
2729,0
2742,19
3198,70
1338,0
1076,0
1242,32
11,21
367,34
1572,23
626,65
2438,58
1155,0
2532,65
2692,54
3015,70
1645,13
422,6
1990,47
1017,35
1929,37
2759,0
2906,19
1368,0
2443,29
1724,13
1106,0
2917,28
1755,0
364,0
1229,70
1807,47
2081,21
3320,9
166,21
2857,19
3011,77
1675,13
1057,0
397,70
2519,23
1505,10
1223,32
1310,0
960,67
2548,23
2803,47
501,47
2527,0
976,11
398,34
1754,13
2297,32
3176,0
2317,10
3060,54
3267,38
528,0
1261,0
998,35
431,67
1492,12
2015,53
2339,34
2549,23
18,14
3327,25
1340,0
1430,73
2123,0
2665,54
1496,18
2754,19
1949,0
143,50
1291,0
1687,0
887,59
1329,26
2054,22
3201,70
1522,12
348,10
945,0
1856,37
2761,0
1504,0
812,1
509,0
113,0
2275,26
3292,44
1996,53
1411,37
370,70
750,62
1993,47
2959,20
2628,0
1240,75
2762,0
312,65
2366,0
2500,0
492,32
1371,0
2291,6
1727,13
713,0
1275,32
3020,20
1979,5
1810,47
539,0
2251,55
2183,0
2988,19
2102,75
1188,0
2860,19
1322,0
1837,37
408,74
1060,0
138,70
989,56
1627,47
1136,75
3315,41
2315,75
2134,0
1139,0
5,34
3179,0
614,35
1788,0
2426,28
2708,6
1651,31
2018,53
2502,23
2756,19
1352,0
956,0
1708,13
2001,0
658,77
2316,12
678,55
1739,0
179,79
2903,74
2546,65
2214,0
2247,34
132,3
1690,0
1294,0
849,58
947,72
1262,47
1859,37
1396,47
3026,0
2448,23
2623,61
92,52
2165,0
815,1
512,0
553,1
1463,73
838,21
85,12
796,24
3004,17
373,70
2787,19
2715,0
2524,54
746,23
2262,54
2282,32
463,0
650,55
837,61
978,0
1112,0
3018,37
3190,0
2794,0
236,37
1537,0
1671,0
916,61
3326,9
1506,12
1325,0
929,0
1840,37
229,34
1444,37
3007,0
2772,17
281,44
2563,23
2992,20
1769,13
1474,65
1404,0
1559,23
2034,24
1194,47
617,35
1259,27
13,6
2264,77
2612,0
1183,37
2403,6
2746,0
1617,0
2268,47
2893,19
703,74
959,0
1355,0
2798,47
2593,23
1209,31
1578,14
2288,61
2583,58
2167,0
341,72
856,29
2950,0
3166,6
2776,0
2535,23
1385,0
365,56
2660,54
243,30
1551,32
2284,32
96,17
1772,0
1091,47
1246,70
1824,47
515,0
119,0
89,8
1573,56
2579,65
560,8
22,67
3242,0
1121,75
1336,0
3167,6
3314,25
2709,31
1723,0
380,77
594,0
2265,54
2634,37
332,0
1570,23
2530,65
1771,13
938,75
3193,0
2173,56
125,52
2656,61
923,32
2741,19
3265,25
1540,0
3284,38
1665,31
3268,30
2114,6
932,0
1843,37
2915,28
1258,21
1345,26
2748,0
189,72
1619,0
2820,19
2222,70
3028,54
953,59
1227,70
1447,73
1169,65
3223,0
384,24
61,8
2771,19
235,44
946,56
313,0
299,65
2353,0
859,24
396,34
353,72
1917,0
573,75
1170,65
526,0
130,0
2357,6
523,74
2095,6
2013,53
475,34
3112,24
487,8
3062,23
3041,0
619,47
2645,0
3169,6
2174,6
2926,19
1388,0
664,55
992,0
2121,0
3259,79
694,77
1200,65
141,50
556,0
2596,0
1253,77
942,35
943,0
1339,0
525,12
1420,74
1854,37
418,35
491,19
3006,20
421,40
2138,61
2621,29
2151,0
2533,65
1156,0
760,0
1625,70
2067,37
3291,9
2725,6
1197,37
1357,26
2760,0
780,14
1631,0
2149,75
1725,13
1107,0
1744,26
3138,31
1756,0
1579,75
1808,47
1230,70
840,1
290,6
1410,37
2389,29
2577,0
2986,19
355,72
1172,65
3226,0
232,1
387,24
292,52
1835,0
2231,0
357,32
2304,70
740,62
2484,37
733,23
1972,5
316,0
904,21
1399,0
1876,37
977,11
399,34
2506,61
2853,19
2599,23
3043,0
2987,19
128,65
1786,0
2182,0
2328,54
1268,74
2348,32
1493,12
2016,53
3328,25
2111,61
1097,48
774,32
1906,37
1153,65
2420,29
2212,0
2755,19
1950,0
1554,0
210,75
2909,77
559,0
714,23
1330,26
1208,0
1523,12
349,10
1133,6
737,6
1857,37
37,40
3024,0
3211,6
203,72
1418,75
109,65
1115,74
2089,14
557,75
813,1
153,71
1421,0
884,61
1159,0
1628,70
3237,0
1484,56
1412,37
3096,24
2396,58
2939,77
751,62
3046,23
589,0
2629,0
2367,0
1553,12
493,32
1372,0
1686,47
995,13
1887,37
2921,28
1428,17
205,10
2085,21
2392,29
2580,0
1451,0
537,74
169,56
1189,0
3229,0
3324,9
152,3
1446,70
3275,3
1402,0
480,70
2084,34
1309,37
2115,21
1652,31
2610,0
2401,6
461,56
2019,53
641,23
2198,55
1353,0
2796,10
1781,32
2514,32
659,77
611,0
2100,14
3269,50
2608,75
2547,65
2498,23
2727,32
264,41
2215,0
2730,37
2912,77
2864,37
897,70
2327,61
3057,23
3027,0
2932,28
2837,19
2166,0
2239,70
2681,37
1499,31
807,32
117,0
1939,37
3240,0
1119,75
2788,19
592,0
1712,31
2046,56
1241,0
2684,47
1375,0
979,0
2286,37
1890,37
695,12
936,75
3191,0
425,8
47,56
2711,0
1187,65
1454,0
917,61
1588,0
540,74
1507,12
2030,53
3264,69
75,11
1841,37
3129,24
724,11
187,72
2314,77
407,75
1770,13
788,32
2096,34
1445,73
1008,35
1009,0
1405,0
1511,18
1920,37
2954,28
3312,2
484,35
276,6
2434,29
1260,27
455,8
59,8
287,15
2031,53
51,67
2380,58
2769,19
2875,0
2479,0
2923,77
3030,23
2613,0
2404,6
1618,0
644,23
778,23
1871,37
1278,17
1034,65
571,75
827,1
135,2
2221,6
2168,0
44,0
3213,0
3110,24
1822,0
485,8
1538,12
2643,0
2777,0
769,32
1386,0
43,40
1742,13
2452,23
692,77
1825,47
1247,70
2460,0
833,52
3243,0
477,8
2329,74
3140,24
6,14
2178,21
595,0
305,18
761,32
2069,34
1416,0
878,59
1893,37
1476,14
3194,0
2220,23
2607,54
1070,0
674,0
1434,17
211,10
1122,47
1277,70
546,0
1666,31
920,61
2732,54
161,9
598,10
1195,0
1510,12
2486,29
2432,58
298,14
2821,19
1620,0
1639,13
1021,0
410,75
625,0
2979,47
1228,70
791,32
1408,0
2319,37
1923,37
17,37
3224,0
2437,29
230,1
458,8
2960,70
80,56
2878,0
1970,5
2407,6
1621,0
902,21
1874,37
2851,19
2683,26
2588,54
1669,13
1051,0
1575,6
2695,0
830,1
2346,32
821,32
1304,0
1834,0
142,9
779,35
1953,37
2467,29
2259,0
1863,0
2413,58
2802,19
3063,23
606,0
3042,0
2646,0
772,32
792,10
1904,37
2493,23
1095,47
3121,0
2188,61
2940,74
2597,0
39,37
1205,35
554,74
628,23
1520,47
3246,0
3143,24
255,43
201,72
1650,13
3072,0
622,65
244,33
1419,0
3094,24
434,50
3023,0
2258,17
164,9
2573,29
2627,0
1632,0
544,1
1027,6
1370,0
3012,70
2281,0
1999,22
3005,31
2824,19
1642,13
1748,31
366,0
2840,0
1449,0
315,34
1053,0
1517,18
1926,37
3225,70
2494,0
2098,0
2440,29
2649,23
2232,0
3074,23
1973,5
905,21
2139,37
2311,0
2029,22
2465,58
2445,0
3231,6
1672,13
195,10
2227,6
145,9
1956,37
639,23
1203,65
3075,23
2416,58
388,32
2000,0
608,35
775,32
2496,23
2260,75
2884,19
2421,29
1702,13
2213,0
2728,0
426,0
1858,37
3146,24
844,24
949,40
2835,19
204,72
3009,55
69,27
251,4
2679,0
7,52
8,17
773,0
805,32
1288,0
1684,0
1603,12
2136,17
2243,0
3317,27
95,21
2786,19
2287,6
3017,31
1888,37
873,59
2002,22
1751,31
2736,17
1185,65
1714,0
2447,0
1533,74
1056,0
538,74
2101,37
1041,20
919,31
2690,23
3127,24
722,11
345,24
500,47
1653,26
1976,5
907,56
444,66
3276,3
1269,0
1006,35
274,0
3234,6
2469,23
2347,34
661,0
1109,47
3135,0
2477,0
1616,0
642,23
1782,32
3157,24
3123,31
215,35
3306,3
1695,0
71,27
1910,37
3209,70
42,0
2478,0
2082,0
2887,19
490,10
208,32
1087,0
1705,13
2362,54
2758,54
214,75
460,24
1789,12
1526,47
908,34
672,23
2557,0
1899,0
2450,23
1300,0
1601,77
2043,44
10,52
1090,47
808,32
2116,34
1940,37
1154,31
2529,23
3241,0
2663,23
581,26
2278,32
231,56
2620,61
1324,70
1607,13
593,0
2290,6
2789,19
1818,47
3273,68
1891,37
876,59
2605,54
853,75
1068,0
1450,65
209,10
2712,0
241,42
1037,12
